호선,역명,요일,비율
2,신답,월,1.123756587287246
2,신답,일,0.5053734125534429
2,신답,토,0.7117443056471549
2,신답,화,1.1484328585498484
2,신당,금,1.147876634514262
2,신당,목,1.100587145410378
2,신당,수,1.1134185518418953
2,신당,월,1.054956173293985
2,신당,일,0.6166871327639576
2,신당,토,0.8712012716373387
2,신당,화,1.0952730905381842
2,신대방,금,1.129623339562285
2,신대방,목,1.106393587869258
2,신대방,수,1.111467932091884
2,신대방,월,1.08064543191292
2,신대방,일,0.6235096260564658
2,신대방,토,0.8456879098423574
2,신대방,화,1.1026721726648299
2,신도림,금,1.1318904086482389
2,신도림,목,1.1029132657459382
2,신도림,수,1.1110629429078154
2,신도림,월,1.0501875852323226
2,신도림,일,0.6075985112320578
2,신도림,토,0.9152941309968535
2,신도림,화,1.0810531552367741
2,신림,금,1.138421893932818
2,신림,목,1.0971040792696996
2,신림,수,1.101216272512692
2,신림,월,1.062474215832222
2,신림,일,0.6338746701040615
2,신림,토,0.8821633272068437
2,신림,화,1.0847455411416638
2,신설동,금,1.1300086848350201
2,신설동,목,1.017496655096427
2,신설동,수,1.020676615430183
2,신설동,월,0.991140887750917
2,신설동,일,0.8392536748533517
2,신설동,토,1.0304720742676465
2,신설동,화,0.9709514077664553
2,신정네거리,금,1.1462941650335663
2,신정네거리,목,1.1269329319147476
2,신정네거리,수,1.1397638472498621
2,신정네거리,월,1.1022530462668987
2,신정네거리,일,0.5482987781729275
2,신정네거리,토,0.8038495632142388
2,신정네거리,화,1.1326076681477604
2,신촌,금,1.1375491182251625
2,신촌,목,1.0748600383101883
2,신촌,수,1.074248475665435
2,신촌,월,1.0135915044020576
2,신촌,일,0.6655200614020521
2,신촌,토,0.9735044360543561
2,신촌,화,1.0607263659407489
2,아현,금,1.164752276592758
2,아현,목,1.1340970535338353
2,아현,수,1.1408212012685657
2,아현,월,1.0796582997890867
2,아현,일,0.5410384307579007
2,아현,토,0.808882031983851
2,아현,화,1.1307507060740019
2,양천구청,금,1.1535566944443132
2,양천구청,목,1.144677616528424
2,양천구청,수,1.157216582118884
2,양천구청,월,1.1206786609355663
2,양천구청,일,0.5236840231610274
2,양천구청,토,0.7509776941054059
2,양천구청,화,1.1492087287063786
2,역삼,금,1.2171151508561961
2,역삼,목,1.2677475467033577
2,역삼,수,1.2921584049786667
2,역삼,월,1.2555522106461192
2,역삼,일,0.2508424762743296
2,역삼,토,0.4244947577325018
2,역삼,화,1.2920894528088285
2,영등포구청,금,1.1875134546232409
2,영등포구청,목,1.1854144502963753
2,영등포구청,수,1.1999085177795812
2,영등포구청,월,1.1656730381130593
2,영등포구청,일,0.4064572495886237
2,영등포구청,토,0.6637039635613403
2,영등포구청,화,1.19132932603778
2,왕십리,금,1.1623878033892654
2,왕십리,목,1.1071217806100535
2,왕십리,수,1.1124656001207613
2,왕십리,월,1.0432474310150133
2,왕십리,일,0.6037935649933577
2,왕십리,토,0.8880405433975859
2,왕십리,화,1.0829432764739633
2,용답,금,1.1270888741598568
2,용답,목,1.1238321778701938
2,용답,수,1.1175281651511682
2,용답,월,1.0994422806688229
2,용답,일,0.6163908365083581
2,용답,토,0.7978905909674013
2,용답,화,1.1178270746741985
2,용두,금,1.179888313807979
2,용두,목,1.1255572145383292
2,용두,수,1.128393490150261
2,용두,월,1.1038332524367915
2,용두,일,0.525196763533767
2,용두,토,0.8138106959293968
2,용두,화,1.1233202696034759
2,을지로3가,금,1.2143147573227893
2,을지로3가,목,1.1897337535578523
2,을지로3가,수,1.2171926267986655
2,을지로3가,월,1.1490704782915624
2,을지로3가,일,0.42815267110007427
2,을지로3가,토,0.6164494648921455
2,을지로3가,화,1.1850862480369104
2,을지로4가,금,1.2161268699379004
2,을지로4가,목,1.191383966328378
2,을지로4가,수,1.1964649003714332
2,을지로4가,월,1.156050607996776
2,을지로4가,일,0.35816986713997995
2,을지로4가,토,0.6931083100969626
2,을지로4가,화,1.18869547812857
2,을지로입구,금,1.1873773324155104
2,을지로입구,목,1.174774986289676
2,을지로입구,수,1.1825595228938404
2,을지로입구,월,1.1121304524505173
2,을지로입구,일,0.47886644784770915
2,을지로입구,토,0.6968757813817544
2,을지로입구,화,1.167415476720992
2,이대,금,1.1661593198531586
2,이대,목,1.1325124425718993
2,이대,수,1.1349781829533498
2,이대,월,1.0792041825527072
2,이대,일,0.5428579759890995
2,이대,토,0.8263197038596757
2,이대,화,1.1179681922201092
2,잠실,금,1.1310701700980896
2,잠실,목,1.0456198069750702
2,잠실,수,1.0500746160600276
2,잠실,월,0.9774040055966873
2,잠실,일,0.7350801544227595
2,잠실,토,1.033048959406795
2,잠실,화,1.0277022874405708
2,잠실나루,금,1.19942495797141
2,잠실나루,목,1.192873363130121
2,잠실나루,수,1.2143732844705917
2,잠실나루,월,1.1674456387279735
2,잠실나루,일,0.407639929413219
2,잠실나루,토,0.6112429201509046
2,잠실나루,화,1.2069999061357803
2,잠실새내,금,1.1660292412287272
2,잠실새내,목,1.103734821950283
2,잠실새내,수,1.1059360468207664
2,잠실새내,월,1.0611614572132417
2,잠실새내,일,0.5742970746865769
2,잠실새내,토,0.8920637611450019
2,잠실새내,화,1.0967775969554021
2,종합운동장,금,1.2022947855418225
2,종합운동장,목,0.9734701835965268
2,종합운동장,수,0.9252913694342844
2,종합운동장,월,0.7173893307961159
2,종합운동장,일,0.956443482902031
2,종합운동장,토,1.3030793755946277
2,종합운동장,화,0.9220314721345921
2,충정로,금,1.170705438707423
2,충정로,목,1.1849430184914023
2,충정로,수,1.2048985832033388
2,충정로,월,1.1554364883502226
2,충정로,일,0.41856357563279484
2,충정로,토,0.6775248289898675
2,충정로,화,1.1879280666249503
2,한양대,금,1.139216586470792
2,한양대,목,1.2732920751479881
2,한양대,수,1.2742447455355228
2,한양대,월,1.2171793833760143
2,한양대,일,0.2886450115513843
2,한양대,토,0.5181288173563042
2,한양대,화,1.289293380561996
2,합정,금,1.1486847136781293
2,합정,목,1.074024162244615
2,합정,수,1.0621748839155247
2,합정,월,0.9914928431149184
2,합정,일,0.6905627093201775
2,합정,토,0.9936219692913643
2,합정,화,1.0394387184352711
2,홍대입구,금,1.0946752636182686
2,홍대입구,목,0.9911576037378487
2,홍대입구,수,0.9792987283462328
2,홍대입구,월,0.9180316494006313
2,홍대입구,일,0.8773006116932127
2,홍대입구,토,1.1828317587246915
2,홍대입구,화,0.9567043844791141
2,까치산,금,1.1767969444300308
2,까치산,목,1.1572054515732264
2,까치산,수,1.1659766818751265
2,까치산,월,1.13075441136838
2,까치산,일,0.5139773812926707
2,까치산,토,0.6975260233118027
2,까치산,화,1.1577631061487628
3,가락시장,목,1.384482298515199
3,가락시장,수,1.3904000991363443
3,가락시장,월,1.346504641924265
3,가락시장,일,0.5599781970479307
3,가락시장,토,0.9375979232090422
3,가락시장,화,1.381036840167219
3,경복궁,금,1.1240522513293874
3,경복궁,목,1.0942975938013837
3,경복궁,수,1.1160350017595189
3,경복궁,월,1.01107618384604
3,경복궁,일,0.68618299274752
3,경복궁,토,0.9507314618668126
3,경복궁,화,1.0176245146493372
3,경찰병원,금,1.1912810551239263
3,경찰병원,목,1.1782195100233144
3,경찰병원,수,1.20594320375949
