호선,통행일자,역명,구분,합계
1,2022-01-01,계양,승차,1279
1,2022-01-02,계양,승차,1322
1,2022-01-03,계양,승차,2623
1,2022-01-04,계양,승차,2695
1,2022-01-05,계양,승차,2671
1,2022-01-06,계양,승차,2706
1,2022-01-07,계양,승차,2809
1,2022-01-08,계양,승차,2041
1,2022-01-09,계양,승차,1380
1,2022-01-10,계양,승차,2755
1,2022-01-11,계양,승차,2713
1,2022-01-12,계양,승차,2670
1,2022-01-13,계양,승차,2634
1,2022-01-14,계양,승차,2738
1,2022-01-15,계양,승차,2030
1,2022-01-16,계양,승차,1422
1,2022-01-17,계양,승차,2648
1,2022-01-18,계양,승차,2728
1,2022-01-19,계양,승차,2762
1,2022-01-20,계양,승차,2756
1,2022-01-21,계양,승차,2842
1,2022-01-22,계양,승차,2115
1,2022-01-23,계양,승차,1486
1,2022-01-24,계양,승차,2822
1,2022-01-25,계양,승차,2774
1,2022-01-26,계양,승차,2817
1,2022-01-27,계양,승차,2748
1,2022-01-28,계양,승차,2597
1,2022-01-29,계양,승차,1727
1,2022-01-30,계양,승차,1240
1,2022-01-31,계양,승차,1031
1,2022-02-01,계양,승차,975
1,2022-02-02,계양,승차,1206
1,2022-02-03,계양,승차,2485
1,2022-02-04,계양,승차,2584
1,2022-02-05,계양,승차,1691
1,2022-02-06,계양,승차,1238
1,2022-02-07,계양,승차,2716
1,2022-02-08,계양,승차,2740
1,2022-02-09,계양,승차,2747
1,2022-02-10,계양,승차,2714
1,2022-02-11,계양,승차,2884
1,2022-02-12,계양,승차,2068
1,2022-02-13,계양,승차,1519
1,2022-02-14,계양,승차,2621
1,2022-02-15,계양,승차,2585
1,2022-02-16,계양,승차,2538
1,2022-02-17,계양,승차,2539
1,2022-02-18,계양,승차,2730
1,2022-02-19,계양,승차,1897
1,2022-02-20,계양,승차,1227
1,2022-02-21,계양,승차,2550
1,2022-02-22,계양,승차,2578
1,2022-02-23,계양,승차,2522
1,2022-02-24,계양,승차,2572
1,2022-02-25,계양,승차,2671
1,2022-02-26,계양,승차,1801
1,2022-02-27,계양,승차,1409
1,2022-02-28,계양,승차,2550
1,2022-03-01,계양,승차,1493
1,2022-03-02,계양,승차,2693
1,2022-03-03,계양,승차,2819
1,2022-03-04,계양,승차,2735
1,2022-03-05,계양,승차,1802
1,2022-03-06,계양,승차,1435
1,2022-03-07,계양,승차,2678
1,2022-03-08,계양,승차,2765
1,2022-03-09,계양,승차,1702
1,2022-03-10,계양,승차,2732
1,2022-03-11,계양,승차,2893
1,2022-03-12,계양,승차,2077
1,2022-03-13,계양,승차,1202
1,2022-03-14,계양,승차,2606
1,2022-03-15,계양,승차,2782
1,2022-03-16,계양,승차,2776
1,2022-03-17,계양,승차,2747
1,2022-03-18,계양,승차,2791
1,2022-03-19,계양,승차,1667
1,2022-03-20,계양,승차,1543
1,2022-03-21,계양,승차,2787
1,2022-03-22,계양,승차,2793
1,2022-03-23,계양,승차,2755
1,2022-03-24,계양,승차,2822
1,2022-03-25,계양,승차,2820
1,2022-03-26,계양,승차,1808
1,2022-03-27,계양,승차,1705
1,2022-03-28,계양,승차,2906
1,2022-03-29,계양,승차,2989
1,2022-03-30,계양,승차,2824
1,2022-03-31,계양,승차,2998
1,2022-04-01,계양,승차,3054
1,2022-04-02,계양,승차,2351
1,2022-04-03,계양,승차,1800
1,2022-04-04,계양,승차,3090
1,2022-04-05,계양,승차,3091
1,2022-04-06,계양,승차,3129
1,2022-04-07,계양,승차,3188
1,2022-04-08,계양,승차,3192
1,2022-04-09,계양,승차,2548
1,2022-04-10,계양,승차,2018
1,2022-04-11,계양,승차,3106
1,2022-04-12,계양,승차,3127
1,2022-04-13,계양,승차,3010
1,2022-04-14,계양,승차,3158
1,2022-04-15,계양,승차,3171
1,2022-04-16,계양,승차,2610
1,2022-04-17,계양,승차,2004
1,2022-04-18,계양,승차,3187
1,2022-04-19,계양,승차,3335
1,2022-04-20,계양,승차,3271
1,2022-04-21,계양,승차,3414
1,2022-04-22,계양,승차,3205
1,2022-04-23,계양,승차,2651
1,2022-04-24,계양,승차,2005
1,2022-04-25,계양,승차,3223
1,2022-04-26,계양,승차,3232
1,2022-04-27,계양,승차,3351
1,2022-04-28,계양,승차,3380
1,2022-04-29,계양,승차,3282
1,2022-04-30,계양,승차,2784
1,2022-05-01,계양,승차,2092
1,2022-05-02,계양,승차,3292
1,2022-05-03,계양,승차,3516
1,2022-05-04,계양,승차,3672
1,2022-05-05,계양,승차,2522
1,2022-05-06,계양,승차,3157
1,2022-05-07,계양,승차,2552
1,2022-05-08,계양,승차,1833
1,2022-05-09,계양,승차,3402
1,2022-05-10,계양,승차,3487
1,2022-05-11,계양,승차,3510
1,2022-05-12,계양,승차,3579
1,2022-05-13,계양,승차,3636
1,2022-05-14,계양,승차,2867
1,2022-05-15,계양,승차,2213
1,2022-05-16,계양,승차,3553
1,2022-05-17,계양,승차,3591
1,2022-05-18,계양,승차,3442
1,2022-05-19,계양,승차,3594
1,2022-05-20,계양,승차,3594
1,2022-05-21,계양,승차,2995
1,2022-05-22,계양,승차,2216
1,2022-05-23,계양,승차,3531
1,2022-05-24,계양,승차,3593
1,2022-05-25,계양,승차,3660
1,2022-05-26,계양,승차,3580
1,2022-05-27,계양,승차,3590
1,2022-05-28,계양,승차,2918
1,2022-05-29,계양,승차,2057
1,2022-05-30,계양,승차,3426
1,2022-05-31,계양,승차,3649
1,2022-06-01,계양,승차,2410
1,2022-06-02,계양,승차,3465
1,2022-06-03,계양,승차,3532
1,2022-06-04,계양,승차,2699
1,2022-06-05,계양,승차,1923
1,2022-06-06,계양,승차,1809
1,2022-06-07,계양,승차,3584
1,2022-06-08,계양,승차,3541
1,2022-06-09,계양,승차,3548
1,2022-06-10,계양,승차,3618
1,2022-06-11,계양,승차,2893
1,2022-06-12,계양,승차,2137
1,2022-06-13,계양,승차,3435
1,2022-06-14,계양,승차,3461
1,2022-06-15,계양,승차,3402
1,2022-06-16,계양,승차,3518
1,2022-06-17,계양,승차,3639
1,2022-06-18,계양,승차,2987
1,2022-06-19,계양,승차,1997
1,2022-06-20,계양,승차,3490
1,2022-06-21,계양,승차,3516
1,2022-06-22,계양,승차,3532
1,2022-06-23,계양,승차,3102
1,2022-06-24,계양,승차,3513
1,2022-06-25,계양,승차,2830
1,2022-06-26,계양,승차,1841
1,2022-06-27,계양,승차,3225
1,2022-06-28,계양,승차,3163
1,2022-06-29,계양,승차,3098
1,2022-06-30,계양,승차,2959
1,2022-01-01,귤현,승차,486
1,2022-01-02,귤현,승차,615
1,2022-01-03,귤현,승차,1099
1,2022-01-04,귤현,승차,1120
1,2022-01-05,귤현,승차,1105
1,2022-01-06,귤현,승차,1149
1,2022-01-07,귤현,승차,1109
1,2022-01-08,귤현,승차,772
1,2022-01-09,귤현,승차,618
1,2022-01-10,귤현,승차,1255
1,2022-01-11,귤현,승차,1185
1,2022-01-12,귤현,승차,1153
1,2022-01-13,귤현,승차,1102
1,2022-01-14,귤현,승차,1137
1,2022-01-15,귤현,승차,683
1,2022-01-16,귤현,승차,561
1,2022-01-17,귤현,승차,1132
1,2022-01-18,귤현,승차,1129
1,2022-01-19,귤현,승차,1139
1,2022-01-20,귤현,승차,1089
1,2022-01-21,귤현,승차,1098
1,2022-01-22,귤현,승차,825
1,2022-01-23,귤현,승차,554
1,2022-01-24,귤현,승차,1098
1,2022-01-25,귤현,승차,1118
1,2022-01-26,귤현,승차,1110
1,2022-01-27,귤현,승차,1110
1,2022-01-28,귤현,승차,1005
1,2022-01-29,귤현,승차,605
1,2022-01-30,귤현,승차,489
1,2022-01-31,귤현,승차,434
1,2022-02-01,귤현,승차,496
1,2022-02-02,귤현,승차,470
1,2022-02-03,귤현,승차,977
1,2022-02-04,귤현,승차,958
1,2022-02-05,귤현,승차,653
1,2022-02-06,귤현,승차,491
1,2022-02-07,귤현,승차,1124
1,2022-02-08,귤현,승차,1113
1,2022-02-09,귤현,승차,1094
1,2022-02-10,귤현,승차,1061
1,2022-02-11,귤현,승차,1102
1,2022-02-12,귤현,승차,742
1,2022-02-13,귤현,승차,533
1,2022-02-14,귤현,승차,1133
1,2022-02-15,귤현,승차,1169
1,2022-02-16,귤현,승차,1075
1,2022-02-17,귤현,승차,1020
1,2022-02-18,귤현,승차,1056
1,2022-02-19,귤현,승차,711
1,2022-02-20,귤현,승차,515
1,2022-02-21,귤현,승차,1061
1,2022-02-22,귤현,승차,1049
1,2022-02-23,귤현,승차,1089
1,2022-02-24,귤현,승차,1045
1,2022-02-25,귤현,승차,1075
1,2022-02-26,귤현,승차,722
1,2022-02-27,귤현,승차,525
1,2022-02-28,귤현,승차,1006
1,2022-03-01,귤현,승차,584
1,2022-03-02,귤현,승차,1093
1,2022-03-03,귤현,승차,1116
1,2022-03-04,귤현,승차,1130
1,2022-03-05,귤현,승차,682
1,2022-03-06,귤현,승차,556
1,2022-03-07,귤현,승차,1056
1,2022-03-08,귤현,승차,1153
1,2022-03-09,귤현,승차,663
1,2022-03-10,귤현,승차,1049
1,2022-03-11,귤현,승차,1091
1,2022-03-12,귤현,승차,697
1,2022-03-13,귤현,승차,468
1,2022-03-14,귤현,승차,1101
1,2022-03-15,귤현,승차,1073
1,2022-03-16,귤현,승차,1068
1,2022-03-17,귤현,승차,1104
1,2022-03-18,귤현,승차,1073
1,2022-03-19,귤현,승차,614
1,2022-03-20,귤현,승차,489
1,2022-03-21,귤현,승차,1115
1,2022-03-22,귤현,승차,1075
1,2022-03-23,귤현,승차,1077
1,2022-03-24,귤현,승차,1160
1,2022-03-25,귤현,승차,1147
1,2022-03-26,귤현,승차,696
1,2022-03-27,귤현,승차,541
1,2022-03-28,귤현,승차,1162
1,2022-03-29,귤현,승차,1180
1,2022-03-30,귤현,승차,1111
1,2022-03-31,귤현,승차,1179
1,2022-04-01,귤현,승차,1199
1,2022-04-02,귤현,승차,847
1,2022-04-03,귤현,승차,609
1,2022-04-04,귤현,승차,1188
1,2022-04-05,귤현,승차,1197
1,2022-04-06,귤현,승차,1266
1,2022-04-07,귤현,승차,1258
1,2022-04-08,귤현,승차,1228
1,2022-04-09,귤현,승차,882
1,2022-04-10,귤현,승차,663
1,2022-04-11,귤현,승차,1208
1,2022-04-12,귤현,승차,1176
1,2022-04-13,귤현,승차,1213
1,2022-04-14,귤현,승차,1231
1,2022-04-15,귤현,승차,1129
1,2022-04-16,귤현,승차,901
1,2022-04-17,귤현,승차,616
1,2022-04-18,귤현,승차,1257
1,2022-04-19,귤현,승차,1241
1,2022-04-20,귤현,승차,1292
1,2022-04-21,귤현,승차,1251
1,2022-04-22,귤현,승차,1177
1,2022-04-23,귤현,승차,842
1,2022-04-24,귤현,승차,574
1,2022-04-25,귤현,승차,1208
1,2022-04-26,귤현,승차,1223
1,2022-04-27,귤현,승차,1309
1,2022-04-28,귤현,승차,1301
1,2022-04-29,귤현,승차,1248
1,2022-04-30,귤현,승차,863
1,2022-05-01,귤현,승차,746
1,2022-05-02,귤현,승차,1327
1,2022-05-03,귤현,승차,1341
1,2022-05-04,귤현,승차,1316
1,2022-05-05,귤현,승차,787
1,2022-05-06,귤현,승차,1184
1,2022-05-07,귤현,승차,877
1,2022-05-08,귤현,승차,668
1,2022-05-09,귤현,승차,1342
1,2022-05-10,귤현,승차,1328
1,2022-05-11,귤현,승차,1341
1,2022-05-12,귤현,승차,1316
1,2022-05-13,귤현,승차,1315
1,2022-05-14,귤현,승차,898
1,2022-05-15,귤현,승차,750
1,2022-05-16,귤현,승차,1381
1,2022-05-17,귤현,승차,1293
1,2022-05-18,귤현,승차,1294
1,2022-05-19,귤현,승차,1273
1,2022-05-20,귤현,승차,1302
1,2022-05-21,귤현,승차,1010
1,2022-05-22,귤현,승차,753
1,2022-05-23,귤현,승차,1317
1,2022-05-24,귤현,승차,1402
1,2022-05-25,귤현,승차,1349
1,2022-05-26,귤현,승차,1297
1,2022-05-27,귤현,승차,1335
1,2022-05-28,귤현,승차,948
1,2022-05-29,귤현,승차,713
1,2022-05-30,귤현,승차,1250
1,2022-05-31,귤현,승차,1387
1,2022-06-01,귤현,승차,798
1,2022-06-02,귤현,승차,1369
1,2022-06-03,귤현,승차,1336
1,2022-06-04,귤현,승차,864
1,2022-06-05,귤현,승차,662
1,2022-06-06,귤현,승차,707
1,2022-06-07,귤현,승차,1377
1,2022-06-08,귤현,승차,1406
1,2022-06-09,귤현,승차,1374
1,2022-06-10,귤현,승차,1360
1,2022-06-11,귤현,승차,958
1,2022-06-12,귤현,승차,706
1,2022-06-13,귤현,승차,1313
1,2022-06-14,귤현,승차,1349
1,2022-06-15,귤현,승차,1316
1,2022-06-16,귤현,승차,1317
1,2022-06-17,귤현,승차,1330
1,2022-06-18,귤현,승차,945
1,2022-06-19,귤현,승차,692
1,2022-06-20,귤현,승차,1358
1,2022-06-21,귤현,승차,1397
1,2022-06-22,귤현,승차,1327
1,2022-06-23,귤현,승차,1288
1,2022-06-24,귤현,승차,1302
1,2022-06-25,귤현,승차,908
1,2022-06-26,귤현,승차,651
1,2022-06-27,귤현,승차,1174
1,2022-06-28,귤현,승차,1206
1,2022-06-29,귤현,승차,1201
1,2022-06-30,귤현,승차,1098
1,2022-01-01,박촌,승차,1483
1,2022-01-02,박촌,승차,1686
1,2022-01-03,박촌,승차,3382
1,2022-01-04,박촌,승차,3303
1,2022-01-05,박촌,승차,3431
1,2022-01-06,박촌,승차,3433
1,2022-01-07,박촌,승차,3575
1,2022-01-08,박촌,승차,2374
1,2022-01-09,박촌,승차,1810
1,2022-01-10,박촌,승차,3335
1,2022-01-11,박촌,승차,3414
1,2022-01-12,박촌,승차,3396
1,2022-01-13,박촌,승차,3325
1,2022-01-14,박촌,승차,3486
1,2022-01-15,박촌,승차,2354
1,2022-01-16,박촌,승차,1729
1,2022-01-17,박촌,승차,3437
1,2022-01-18,박촌,승차,3400
1,2022-01-19,박촌,승차,3631
1,2022-01-20,박촌,승차,3510
1,2022-01-21,박촌,승차,3549
1,2022-01-22,박촌,승차,2554
1,2022-01-23,박촌,승차,1774
1,2022-01-24,박촌,승차,3550
1,2022-01-25,박촌,승차,3520
1,2022-01-26,박촌,승차,3487
1,2022-01-27,박촌,승차,3336
1,2022-01-28,박촌,승차,3369
1,2022-01-29,박촌,승차,2153
1,2022-01-30,박촌,승차,1581
1,2022-01-31,박촌,승차,1274
1,2022-02-01,박촌,승차,1335
1,2022-02-02,박촌,승차,1399
1,2022-02-03,박촌,승차,3090
1,2022-02-04,박촌,승차,3412
1,2022-02-05,박촌,승차,2193
1,2022-02-06,박촌,승차,1559
1,2022-02-07,박촌,승차,3332
1,2022-02-08,박촌,승차,3436
1,2022-02-09,박촌,승차,3292
1,2022-02-10,박촌,승차,3249
1,2022-02-11,박촌,승차,3411
1,2022-02-12,박촌,승차,2401
1,2022-02-13,박촌,승차,1550
1,2022-02-14,박촌,승차,3343
1,2022-02-15,박촌,승차,3316
1,2022-02-16,박촌,승차,3213
1,2022-02-17,박촌,승차,3115
1,2022-02-18,박촌,승차,3238
1,2022-02-19,박촌,승차,2346
1,2022-02-20,박촌,승차,1524
1,2022-02-21,박촌,승차,3148
1,2022-02-22,박촌,승차,3165
1,2022-02-23,박촌,승차,3155
1,2022-02-24,박촌,승차,3090
1,2022-02-25,박촌,승차,3244
1,2022-02-26,박촌,승차,2281
1,2022-02-27,박촌,승차,1618
1,2022-02-28,박촌,승차,3187
1,2022-03-01,박촌,승차,1767
1,2022-03-02,박촌,승차,3587
1,2022-03-03,박촌,승차,3529
1,2022-03-04,박촌,승차,3528
1,2022-03-05,박촌,승차,2229
1,2022-03-06,박촌,승차,1515
1,2022-03-07,박촌,승차,3433
1,2022-03-08,박촌,승차,3490
1,2022-03-09,박촌,승차,1871
1,2022-03-10,박촌,승차,3453
1,2022-03-11,박촌,승차,3546
1,2022-03-12,박촌,승차,2293
1,2022-03-13,박촌,승차,1391
1,2022-03-14,박촌,승차,3333
1,2022-03-15,박촌,승차,3567
1,2022-03-16,박촌,승차,3518
1,2022-03-17,박촌,승차,3448
1,2022-03-18,박촌,승차,3380
1,2022-03-19,박촌,승차,2081
1,2022-03-20,박촌,승차,1601
1,2022-03-21,박촌,승차,3406
1,2022-03-22,박촌,승차,3506
1,2022-03-23,박촌,승차,3500
1,2022-03-24,박촌,승차,3481
1,2022-03-25,박촌,승차,3499
1,2022-03-26,박촌,승차,2305
1,2022-03-27,박촌,승차,1706
1,2022-03-28,박촌,승차,3651
1,2022-03-29,박촌,승차,3564
1,2022-03-30,박촌,승차,3554
1,2022-03-31,박촌,승차,3533
1,2022-04-01,박촌,승차,3722
1,2022-04-02,박촌,승차,2565
1,2022-04-03,박촌,승차,1802
1,2022-04-04,박촌,승차,3641
1,2022-04-05,박촌,승차,3722
1,2022-04-06,박촌,승차,3652
1,2022-04-07,박촌,승차,3589
1,2022-04-08,박촌,승차,3871
1,2022-04-09,박촌,승차,2703
1,2022-04-10,박촌,승차,1912
1,2022-04-11,박촌,승차,3800
1,2022-04-12,박촌,승차,3812
1,2022-04-13,박촌,승차,3764
1,2022-04-14,박촌,승차,3668
1,2022-04-15,박촌,승차,3965
1,2022-04-16,박촌,승차,2850
1,2022-04-17,박촌,승차,1967
1,2022-04-18,박촌,승차,3829
1,2022-04-19,박촌,승차,3942
1,2022-04-20,박촌,승차,3872
1,2022-04-21,박촌,승차,3860
1,2022-04-22,박촌,승차,3932
1,2022-04-23,박촌,승차,2900
1,2022-04-24,박촌,승차,1921
1,2022-04-25,박촌,승차,3876
1,2022-04-26,박촌,승차,3943
1,2022-04-27,박촌,승차,4066
1,2022-04-28,박촌,승차,3927
1,2022-04-29,박촌,승차,4192
1,2022-04-30,박촌,승차,3006
1,2022-05-01,박촌,승차,2003
1,2022-05-02,박촌,승차,3951
1,2022-05-03,박촌,승차,4031
1,2022-05-04,박촌,승차,4271
1,2022-05-05,박촌,승차,2429
1,2022-05-06,박촌,승차,3857
1,2022-05-07,박촌,승차,2857
1,2022-05-08,박촌,승차,2053
1,2022-05-09,박촌,승차,3951
1,2022-05-10,박촌,승차,4051
1,2022-05-11,박촌,승차,4202
1,2022-05-12,박촌,승차,4025
1,2022-05-13,박촌,승차,4284
1,2022-05-14,박촌,승차,3159
1,2022-05-15,박촌,승차,2211
1,2022-05-16,박촌,승차,4100
1,2022-05-17,박촌,승차,4103
1,2022-05-18,박촌,승차,4048
1,2022-05-19,박촌,승차,4090
1,2022-05-20,박촌,승차,4327
1,2022-05-21,박촌,승차,3092
1,2022-05-22,박촌,승차,2225
1,2022-05-23,박촌,승차,4042
1,2022-05-24,박촌,승차,4095
1,2022-05-25,박촌,승차,4251
1,2022-05-26,박촌,승차,4236
1,2022-05-27,박촌,승차,4299
1,2022-05-28,박촌,승차,3174
1,2022-05-29,박촌,승차,2135
1,2022-05-30,박촌,승차,4000
1,2022-05-31,박촌,승차,4284
1,2022-06-01,박촌,승차,2576
1,2022-06-02,박촌,승차,4056
1,2022-06-03,박촌,승차,4246
1,2022-06-04,박촌,승차,2944
1,2022-06-05,박촌,승차,2144
1,2022-06-06,박촌,승차,2020
1,2022-06-07,박촌,승차,4083
1,2022-06-08,박촌,승차,4097
1,2022-06-09,박촌,승차,3979
1,2022-06-10,박촌,승차,4284
1,2022-06-11,박촌,승차,3153
1,2022-06-12,박촌,승차,2112
1,2022-06-13,박촌,승차,3970
1,2022-06-14,박촌,승차,4165
1,2022-06-15,박촌,승차,3962
1,2022-06-16,박촌,승차,4065
1,2022-06-17,박촌,승차,4279
1,2022-06-18,박촌,승차,3053
1,2022-06-19,박촌,승차,2014
1,2022-06-20,박촌,승차,3998
1,2022-06-21,박촌,승차,4191
1,2022-06-22,박촌,승차,4129
1,2022-06-23,박촌,승차,3744
1,2022-06-24,박촌,승차,4185
1,2022-06-25,박촌,승차,3096
1,2022-06-26,박촌,승차,1973
1,2022-06-27,박촌,승차,3807
1,2022-06-28,박촌,승차,3856
1,2022-06-29,박촌,승차,3798
1,2022-06-30,박촌,승차,3617
1,2022-01-01,임학,승차,3520
1,2022-01-02,임학,승차,3779
1,2022-01-03,임학,승차,7310
1,2022-01-04,임학,승차,7519
1,2022-01-05,임학,승차,7365
1,2022-01-06,임학,승차,7519
1,2022-01-07,임학,승차,7665
1,2022-01-08,임학,승차,5359
1,2022-01-09,임학,승차,3907
1,2022-01-10,임학,승차,7570
1,2022-01-11,임학,승차,7396
1,2022-01-12,임학,승차,7317
1,2022-01-13,임학,승차,7330
1,2022-01-14,임학,승차,7541
1,2022-01-15,임학,승차,5382
1,2022-01-16,임학,승차,3930
1,2022-01-17,임학,승차,7470
1,2022-01-18,임학,승차,7544
1,2022-01-19,임학,승차,7875
1,2022-01-20,임학,승차,7644
1,2022-01-21,임학,승차,7717
1,2022-01-22,임학,승차,5533
1,2022-01-23,임학,승차,4057
1,2022-01-24,임학,승차,7537
1,2022-01-25,임학,승차,7706
1,2022-01-26,임학,승차,7714
1,2022-01-27,임학,승차,7507
1,2022-01-28,임학,승차,7467
1,2022-01-29,임학,승차,4543
1,2022-01-30,임학,승차,3588
1,2022-01-31,임학,승차,2942
1,2022-02-01,임학,승차,2854
1,2022-02-02,임학,승차,3241
1,2022-02-03,임학,승차,6805
1,2022-02-04,임학,승차,7174
1,2022-02-05,임학,승차,4657
1,2022-02-06,임학,승차,3361
1,2022-02-07,임학,승차,7140
1,2022-02-08,임학,승차,7178
1,2022-02-09,임학,승차,7294
1,2022-02-10,임학,승차,7146
1,2022-02-11,임학,승차,7459
1,2022-02-12,임학,승차,5095
1,2022-02-13,임학,승차,3596
1,2022-02-14,임학,승차,7079
1,2022-02-15,임학,승차,7056
1,2022-02-16,임학,승차,6954
1,2022-02-17,임학,승차,6743
1,2022-02-18,임학,승차,7105
1,2022-02-19,임학,승차,4897
1,2022-02-20,임학,승차,3538
1,2022-02-21,임학,승차,6878
1,2022-02-22,임학,승차,6954
1,2022-02-23,임학,승차,6780
1,2022-02-24,임학,승차,6817
1,2022-02-25,임학,승차,7020
1,2022-02-26,임학,승차,4828
1,2022-02-27,임학,승차,3652
1,2022-02-28,임학,승차,6733
1,2022-03-01,임학,승차,3889
1,2022-03-02,임학,승차,7165
1,2022-03-03,임학,승차,6971
1,2022-03-04,임학,승차,7063
1,2022-03-05,임학,승차,4779
1,2022-03-06,임학,승차,3585
1,2022-03-07,임학,승차,7046
1,2022-03-08,임학,승차,7236
1,2022-03-09,임학,승차,4148
1,2022-03-10,임학,승차,6965
1,2022-03-11,임학,승차,7230
1,2022-03-12,임학,승차,4907
1,2022-03-13,임학,승차,3042
1,2022-03-14,임학,승차,6713
1,2022-03-15,임학,승차,7023
1,2022-03-16,임학,승차,7091
1,2022-03-17,임학,승차,7021
1,2022-03-18,임학,승차,7124
1,2022-03-19,임학,승차,4423
1,2022-03-20,임학,승차,3624
1,2022-03-21,임학,승차,6779
1,2022-03-22,임학,승차,7382
1,2022-03-23,임학,승차,6994
1,2022-03-24,임학,승차,7086
1,2022-03-25,임학,승차,7331
1,2022-03-26,임학,승차,4797
1,2022-03-27,임학,승차,3812
1,2022-03-28,임학,승차,7296
1,2022-03-29,임학,승차,7283
1,2022-03-30,임학,승차,7194
1,2022-03-31,임학,승차,7339
1,2022-04-01,임학,승차,7560
1,2022-04-02,임학,승차,5490
1,2022-04-03,임학,승차,4053
1,2022-04-04,임학,승차,7513
1,2022-04-05,임학,승차,7492
1,2022-04-06,임학,승차,7629
1,2022-04-07,임학,승차,7699
1,2022-04-08,임학,승차,7880
1,2022-04-09,임학,승차,5887
1,2022-04-10,임학,승차,4393
1,2022-04-11,임학,승차,7700
1,2022-04-12,임학,승차,7770
1,2022-04-13,임학,승차,7581
1,2022-04-14,임학,승차,7760
1,2022-04-15,임학,승차,8026
1,2022-04-16,임학,승차,5794
1,2022-04-17,임학,승차,4199
1,2022-04-18,임학,승차,7924
1,2022-04-19,임학,승차,8099
1,2022-04-20,임학,승차,8282
1,2022-04-21,임학,승차,8065
1,2022-04-22,임학,승차,8076
1,2022-04-23,임학,승차,5888
1,2022-04-24,임학,승차,4174
1,2022-04-25,임학,승차,7939
1,2022-04-26,임학,승차,8086
1,2022-04-27,임학,승차,8265
1,2022-04-28,임학,승차,8399
1,2022-04-29,임학,승차,8386
1,2022-04-30,임학,승차,6403
1,2022-05-01,임학,승차,4542
1,2022-05-02,임학,승차,8237
1,2022-05-03,임학,승차,8463
1,2022-05-04,임학,승차,8761
1,2022-05-05,임학,승차,5409
1,2022-05-06,임학,승차,8104
1,2022-05-07,임학,승차,5996
1,2022-05-08,임학,승차,4703
1,2022-05-09,임학,승차,8435
1,2022-05-10,임학,승차,8663
1,2022-05-11,임학,승차,8638
1,2022-05-12,임학,승차,8444
1,2022-05-13,임학,승차,8937
1,2022-05-14,임학,승차,7101
1,2022-05-15,임학,승차,4753
1,2022-05-16,임학,승차,8412
1,2022-05-17,임학,승차,8423
1,2022-05-18,임학,승차,8291
1,2022-05-19,임학,승차,8613
1,2022-05-20,임학,승차,8835
1,2022-05-21,임학,승차,6773
1,2022-05-22,임학,승차,4751
1,2022-05-23,임학,승차,8416
1,2022-05-24,임학,승차,8567
1,2022-05-25,임학,승차,8576
1,2022-05-26,임학,승차,8842
1,2022-05-27,임학,승차,8770
1,2022-05-28,임학,승차,6532
1,2022-05-29,임학,승차,4886
1,2022-05-30,임학,승차,8460
1,2022-05-31,임학,승차,8765
1,2022-06-01,임학,승차,5270
1,2022-06-02,임학,승차,8321
1,2022-06-03,임학,승차,8509
1,2022-06-04,임학,승차,5959
1,2022-06-05,임학,승차,4575
1,2022-06-06,임학,승차,4399
1,2022-06-07,임학,승차,8552
1,2022-06-08,임학,승차,8496
1,2022-06-09,임학,승차,8376
1,2022-06-10,임학,승차,8683
1,2022-06-11,임학,승차,6449
1,2022-06-12,임학,승차,4473
1,2022-06-13,임학,승차,8080
1,2022-06-14,임학,승차,8402
1,2022-06-15,임학,승차,8067
1,2022-06-16,임학,승차,8393
1,2022-06-17,임학,승차,8602
1,2022-06-18,임학,승차,6334
1,2022-06-19,임학,승차,4469
1,2022-06-20,임학,승차,8315
1,2022-06-21,임학,승차,8444
1,2022-06-22,임학,승차,8347
1,2022-06-23,임학,승차,7662
1,2022-06-24,임학,승차,8469
1,2022-06-25,임학,승차,6418
1,2022-06-26,임학,승차,4328
1,2022-06-27,임학,승차,7988
1,2022-06-28,임학,승차,7908
1,2022-06-29,임학,승차,7812
1,2022-06-30,임학,승차,7383
1,2022-01-01,계산,승차,5232
1,2022-01-02,계산,승차,5599
1,2022-01-03,계산,승차,8722
1,2022-01-04,계산,승차,8978
1,2022-01-05,계산,승차,8810
1,2022-01-06,계산,승차,9087
1,2022-01-07,계산,승차,9092
1,2022-01-08,계산,승차,7510
1,2022-01-09,계산,승차,5707
1,2022-01-10,계산,승차,9006
1,2022-01-11,계산,승차,8996
1,2022-01-12,계산,승차,8852
1,2022-01-13,계산,승차,8788
1,2022-01-14,계산,승차,9158
1,2022-01-15,계산,승차,7521
1,2022-01-16,계산,승차,5632
1,2022-01-17,계산,승차,9018
1,2022-01-18,계산,승차,9012
1,2022-01-19,계산,승차,9142
1,2022-01-20,계산,승차,9075
1,2022-01-21,계산,승차,9282
1,2022-01-22,계산,승차,7931
1,2022-01-23,계산,승차,6138
1,2022-01-24,계산,승차,9092
1,2022-01-25,계산,승차,9104
1,2022-01-26,계산,승차,9189
1,2022-01-27,계산,승차,9136
1,2022-01-28,계산,승차,9143
1,2022-01-29,계산,승차,6316
1,2022-01-30,계산,승차,5088
1,2022-01-31,계산,승차,4297
1,2022-02-01,계산,승차,3973
1,2022-02-02,계산,승차,4872
1,2022-02-03,계산,승차,8318
1,2022-02-04,계산,승차,8715
1,2022-02-05,계산,승차,6387
